"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"RFL1PUS","199705","6259.407","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199706","9921.785","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199707","12778.348","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199708","11047.083","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199709","11248.036","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199710","10463.03","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199711","9860.424","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199712","10797.678","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199713","112422.816","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199801","9549.549","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199802","8670.973","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199803","13461.377","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199804","10263.539","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199805","14157.189","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199806","17799.772","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199807","20398.19","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199808","19868.624","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199809","15490.09","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199810","11258.375","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199811","11259.121","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199812","13698.021","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199813","165874.821","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199901","16930.988","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199902","14427.706","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199903","15080.577","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199904","12248.939","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199905","12899.231","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199906","14330.091","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199907","19257.53","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199908","16517.08","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199909","10902.349","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199910","8913.892","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199911","5583.692","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199912","4828.91","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","199913","151920.985","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200001","8783.765","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200002","5789.27","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200003","5472.857","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200004","5987.576","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200005","11033.483","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200006","14936.28","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200007","13884.992","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200008","17227.863","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200009","15366.591","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200010","11658.83","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200011","9681.277","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200012","18224.089","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200013","138046.872","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200101","21466.441","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200102","13041.305","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200103","15019.055","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200104","14463.365","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200105","13638.168","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200106","16513.056","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200107","14573.726","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200108","19415.674","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200109","9110.602","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200110","7476.549","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200111","7105.602","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200112","7326.006","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200113","159149.549","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200201","6852.83","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200202","5772.252","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200203","9257.533","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200204","8680.436","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200205","8657.904","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200206","8729.337","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200207","11419.052","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200208","11289.293","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200209","9015.618","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200210","9070.312","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200211","6667.742","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200212","9164.244","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200213","104576.553","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200301","13977.532","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200302","11974.907","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200303","12257.925","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200304","10517.052","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200305","8431.881","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200306","12498.659","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200307","14609.679","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200308","15578.265","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200309","10093.672","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200310","9653.722","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200311","6533.602","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200312","11233.783","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200313","137360.679","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200401","16669.29","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200402","10583.395","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200403","11231.013","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200404","10469.643","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200405","12062.718","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200406","13150.163","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200407","15159.978","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200408","13531.824","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200409","9686.385","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200410","8173.12","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200411","7201.317","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200412","10911.894","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200413","138830.739","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200501","12968.261","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200502","7576.173","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200503","8892.941","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200504","7082.382","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200505","6371.372","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200506","12745.834","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200507","15634.747","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200508","17733.251","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200509","15045.941","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200510","11864.836","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200511","7093.873","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200512","15327.147","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200513","138336.758","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200601","5350.315","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200602","4101.686","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200603","2729.486","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200604","3485.655","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200605","3341.743","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200606","5264.736","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200607","6864.27","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200608","9069.863","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200609","3906.45","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200610","4381.985","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200611","4202.584","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200612","3648.306","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200613","56347.078","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200701","5545.403","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200702","9420.21","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200703","5110.702","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200704","4847.312","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200705","4329.285","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200706","5443.704","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200707","5450.424","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200708","7475.104","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200709","4737.386","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200710","4459.699","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200711","2078.326","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200712","3174.936","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200713","62072.491","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200801","3175.433","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200802","2584.183","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200803","2247.643","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200804","2547.453","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200805","2730.566","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200806","4647.717","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200807","3806.266","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200808","3171.171","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200809","3845.278","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200810","2280.552","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200811","2547.953","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200812","3637.376","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200813","37221.591","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200901","5871.477","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200902","2312.719","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200903","1958.306","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200904","1623.156","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200905","2153.639","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200906","2264.497","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200907","2473.929","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200908","2934.581","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200909","1801.193","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200910","2021.72","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200911","1172.94","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200912","1179.681","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","200913","27767.838","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201001","2803.618","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201002","1023.468","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201003","1214.017","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201004","1132.162","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201005","1964.339","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201006","3059.454","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201007","3643.487","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201008","2961.902","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201009","1759.526","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201010","1076.053","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201011","949.057","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201012","1972.547","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201013","23559.63","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201101","1659.687","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201102","976.521","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201103","1082.161","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201104","1302.212","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201105","1206.442","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201106","1222.939","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201107","1523.888","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201108","1286.635","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201109","914.937","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201110","905.648","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201111","888.81","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201112","890.962","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201113","13860.842","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201201","964.626","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201202","734.502","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201203","848.322","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201204","778.345","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201205","802.828","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201206","1278.223","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201207","1547.248","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201208","1098.901","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201209","807.239","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201210","867.606","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201211","769.118","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201212","795.166","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201213","11292.124","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201301","1488.89","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201302","956.601","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201303","801.04","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201304","812.478","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201305","796.33","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201306","862.425","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201307","1282.747","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201308","932.654","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201309","787.568","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201310","781.934","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201311","718.588","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201312","1101.134","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201313","11322.389","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201401","4188.139","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201402","1472.233","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201403","1675.959","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201404","765.662","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201405","659.523","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201406","717.316","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201407","879.415","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201408","919.866","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201409","768.995","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201410","712.72","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201411","685.859","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
"RFL1PUS","201412","686.314","3","Residual Fuel Oil Consumption for Electricity Generation, Electric Power Sector","Thousand Barrels"
